date,value
2024-12-28,131071.0
2025-01-04,138730.0
2025-01-11,133713.0
2025-01-18,141593.0
2025-01-25,148220.0
2025-02-01,173919.0
2025-02-08,178400.0
2025-02-15,160655.0
2025-02-22,141640.0
2025-03-01,133283.0
2025-03-08,117138.0
2025-03-15,107927.0
2025-03-22,97458.0
2025-03-29,90719.0
2025-04-05,82839.0
2025-04-12,79981.0
2025-04-19,74734.0
2025-04-26,72236.0
2025-05-03,64423.0
2025-05-10,55634.0
2025-05-17,53718.0
2025-05-24,50966.0
2025-05-31,47471.0
2025-06-07,45903.0
2025-06-14,42499.0
2025-06-21,39431.0
2025-06-28,35472.0
2025-07-05,34715.0
2025-07-12,34856.0
2025-07-19,33403.0
2025-07-26,34038.0
2025-08-02,33929.0
2025-08-09,36264.0
2025-08-16,39941.0
2025-08-23,43996.0
2025-08-30,49086.0
2025-09-06,50075.0
2025-09-13,55646.0
2025-09-20,56976.0
2025-09-27,54787.0
2025-10-04,55704.0
2025-10-11,57037.0
2025-10-18,55540.0
2025-10-25,56782.0
2025-11-01,56102.0
2025-11-08,61990.0
2025-11-15,63050.0
2025-11-22,66223.0
2025-11-29,63137.0
2025-12-06,73142.0
2025-12-13,82899.0
2025-12-20,106007.0
2025-12-27,120165.0
2026-01-03,108413.0
2026-01-10,95894.0
2026-01-17,91958.0
2026-01-24,88146.0
2026-01-31,94526.0
2026-02-07,96274.0
2026-02-14,97624.0
2026-02-21,94017.0
2026-02-28,89860.0
2026-03-07,83479.0
2026-03-14,75445.0
2026-03-21,70109.0
2026-03-28,64448.0
2026-04-04,61036.0
2026-04-11,59380.0
2026-04-18,54674.0
2026-04-25,52397.0
2026-05-02,51695.0
2026-05-09,47578.0
2026-05-16,43481.0
2026-05-23,41559.0
2026-05-30,38215.0
2026-06-06,35217.0
2026-06-13,33001.0
2026-06-20,31714.0
2026-06-27,29089.0
2026-07-04,27897.0
2026-07-11,24902.0
2026-07-18,19590.0
