date,value
2022-04-16,40953.0
2022-04-23,42072.0
2022-04-30,44980.0
2022-05-07,47787.0
2022-05-14,53380.0
2022-05-21,54062.0
2022-05-28,53992.0
2022-06-04,51879.0
2022-06-11,45240.0
2022-06-18,40250.0
2022-06-25,37830.0
2022-07-02,34570.0
2022-07-09,34995.0
2022-07-16,33011.0
2022-07-23,32613.0
2022-07-30,32040.0
2022-08-06,29647.0
2022-08-13,28923.0
2022-08-20,31572.0
2022-08-27,35788.0
2022-09-03,37529.0
2022-09-10,38334.0
2022-09-17,39760.0
2022-09-24,44666.0
2022-10-01,46154.0
2022-10-08,57318.0
2022-10-15,63388.0
2022-10-22,75615.0
2022-10-29,109496.0
2022-11-05,139247.0
2022-11-12,140055.0
2022-11-19,137419.0
2022-11-26,164936.0
2022-12-03,185673.0
2022-12-10,167248.0
2022-12-17,151672.0
2022-12-24,129978.0
2022-12-31,112531.0
2023-01-07,92034.0
2023-01-14,67720.0
2023-01-21,57770.0
2023-01-28,58231.0
2023-02-04,59326.0
2023-02-11,62258.0
2023-02-18,59665.0
2023-02-25,57223.0
2023-03-04,55682.0
2023-03-11,54686.0
2023-03-18,54263.0
2023-03-25,55394.0
2023-04-01,53342.0
2023-04-08,48355.0
2023-04-15,46725.0
2023-04-22,44507.0
2023-04-29,44802.0
2023-05-06,45582.0
2023-05-13,45769.0
2023-05-20,43287.0
2023-05-27,41516.0
2023-06-03,41589.0
2023-06-10,36939.0
2023-06-17,33880.0
2023-06-24,30889.0
2023-07-01,28486.0
2023-07-08,26648.0
2023-07-15,25903.0
2023-07-22,25802.0
2023-07-29,26417.0
2023-08-05,26896.0
2023-08-12,29313.0
2023-08-19,33663.0
2023-08-26,40979.0
2023-09-02,44411.0
2023-09-09,44734.0
2023-09-16,45287.0
2023-09-23,48265.0
2023-09-30,49269.0
2023-10-07,56309.0
2023-10-14,57503.0
2023-10-21,62457.0
2023-10-28,67774.0
2023-11-04,72208.0
2023-11-11,85458.0
2023-11-18,90973.0
2023-11-25,85522.0
2023-12-02,103664.0
2023-12-09,114169.0
2023-12-16,136079.0
2023-12-23,163310.0
2023-12-30,166197.0
2024-01-06,143950.0
2024-01-13,118061.0
2024-01-20,100111.0
2024-01-27,105578.0
2024-02-03,107946.0
2024-02-10,112984.0
2024-02-17,108413.0
2024-02-24,107398.0
2024-03-02,104700.0
2024-03-09,94776.0
2024-03-16,84989.0
2024-03-23,78492.0
2024-03-30,73783.0
2024-04-06,68552.0
2024-04-13,64523.0
2024-04-20,57547.0
2024-04-27,55418.0
2024-05-04,53521.0
2024-05-11,50413.0
2024-05-18,49410.0
2024-05-25,47573.0
2024-06-01,44745.0
2024-06-08,41225.0
2024-06-15,37749.0
2024-06-22,35810.0
2024-06-29,35224.0
2024-07-06,32130.0
2024-07-13,35017.0
2024-07-20,33357.0
2024-07-27,34816.0
2024-08-03,35019.0
2024-08-10,35085.0
2024-08-17,37049.0
2024-08-24,41839.0
2024-08-31,45676.0
2024-09-07,44740.0
2024-09-14,46654.0
2024-09-21,48504.0
2024-09-28,46846.0
2024-10-05,49676.0
2024-10-12,51656.0
2024-10-19,53461.0
2024-10-26,59814.0
2024-11-02,61076.0
2024-11-09,65983.0
2024-11-16,69293.0
2024-11-23,75862.0
2024-11-30,73943.0
2024-12-07,87437.0
2024-12-14,100758.0
2024-12-21,133012.0
2024-12-28,167411.0
2025-01-04,164458.0
2025-01-11,139494.0
2025-01-18,156729.0
2025-01-25,179704.0
2025-02-01,214625.0
2025-02-08,222652.0
2025-02-15,192807.0
2025-02-22,156808.0
2025-03-01,133099.0
2025-03-08,114116.0
2025-03-15,103496.0
2025-03-22,87568.0
2025-03-29,77150.0
2025-04-05,66660.0
2025-04-12,61066.0
2025-04-19,56759.0
2025-04-26,54691.0
2025-05-03,50062.0
2025-05-10,47467.0
2025-05-17,46500.0
2025-05-24,44991.0
2025-05-31,43368.0
2025-06-07,39019.0
2025-06-14,34363.0
2025-06-21,31433.0
2025-06-28,28825.0
2025-07-05,25535.0
2025-07-12,26359.0
2025-07-19,24765.0
2025-07-26,25096.0
2025-08-02,25181.0
2025-08-09,27257.0
2025-08-16,29175.0
2025-08-23,35042.0
2025-08-30,41515.0
2025-09-06,42038.0
2025-09-13,42083.0
2025-09-20,41955.0
2025-09-27,39771.0
2025-10-04,41531.0
2025-10-11,41509.0
2025-10-18,41966.0
2025-10-25,44217.0
2025-11-01,45671.0
2025-11-08,54426.0
2025-11-15,56891.0
2025-11-22,66238.0
2025-11-29,70428.0
2025-12-06,87202.0
2025-12-13,114270.0
2025-12-20,171717.0
2025-12-27,215466.0
2026-01-03,147058.0
2026-01-10,115067.0
2026-01-17,109960.0
2026-01-24,103605.0
2026-01-31,110896.0
2026-02-07,118239.0
2026-02-14,113691.0
2026-02-21,100251.0
2026-02-28,98549.0
2026-03-07,87720.0
2026-03-14,74855.0
2026-03-21,70487.0
2026-03-28,61227.0
2026-04-04,53145.0
2026-04-11,49890.0
2026-04-18,47059.0
2026-04-25,45062.0
2026-05-02,43730.0
2026-05-09,43726.0
2026-05-16,39857.0
2026-05-23,37675.0
2026-05-30,34427.0
2026-06-06,30274.0
2026-06-13,27636.0
2026-06-20,25439.0
2026-06-27,23232.0
2026-07-04,23439.0
2026-07-11,19318.0
2026-07-18,20057.0
