"Category","Subfolder","File","SizeKB","Modified"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view20-0_1.pdf","15.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view20-0_2.pdf","12.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view20-1.pdf","122.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view20-2.pdf","152","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view20-3.pdf","149.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-0.pdf","1026","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-0_1.pdf","15.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-0_2.pdf","12.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-1.pdf","126.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-2.pdf","135.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view21-3.pdf","134.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-0.pdf","1304.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-0_1.pdf","14.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-0_2.pdf","11.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-1.pdf","256.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-2.pdf","266","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view22-3.pdf","254.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23-1.pdf","120.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23-2.pdf","129.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23-3.pdf","130","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23.pdf","1416.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23_1.pdf","14.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view23_2.pdf","11.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view24-0.pdf","134.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view24-1.pdf","1465.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view24-2.pdf","15.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","view24-3.pdf","11.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Annual_Securities_Reports\Japanese","yuho_pdf.pdf","2256.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20150909E-01.pdf","114.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20160623-01e.pdf","84.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20161101QA.pdf","100.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20170620-01E.pdf","82","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20180507_QAs_EN.pdf","91.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20180622_ExtraordinaryReport.pdf","65.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20190621_ExtraordinaryReport_E.pdf","67.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20200619_ExtraordinaryReport_E.pdf","111","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20210618_ExtraordinaryReport_E.pdf","104.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20220331_E.pdf","2256.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20220620_ExtraordinaryReport_E.pdf","58.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20230620_ExtraordinaryReport_E.pdf","110.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20240621_ExtraordinaryReport_E.pdf","113","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20250327_e.pdf","2499.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20250428_E.pdf","375","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20250624_ExtraordinaryReport_E.pdf","116.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20251031_E.pdf","444.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20260420_ExtraordinaryReport_E.pdf","178.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","20260430_E.pdf","3335.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Extraordinary_Reports","b5b4pj000000lklm.pdf","47.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","2015_jpxreport_e_all.pdf","4175.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","Annual_Securities_Report_fy2021.pdf","2679","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXreport2016e_all.pdf","3176.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2017_English.pdf","10981.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2018_English.pdf","5538.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2019.pdf","5148.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2020.pdf","6379.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2021_A4.pdf","8293.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2025_A3.pdf","11392.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport2025_A4.pdf","49139.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport_2022.pdf","6879","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport_2023.pdf","31654.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPXReport_2024.pdf","27839.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","JPX_AR2013_E.pdf","2098.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports","jpx_AR2014_E.pdf","6126.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","Co-creationWithStakeholders.pdf","4032.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","CorporateData.pdf","203.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","CreatingValueatJPXGroup.pdf","1100.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","FoundationsforValueCreation.pdf","749.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","Introduction.pdf","673.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","MessagesfromManagement.pdf","905.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\2025_Sections","StrategiesandInitiativesforCreatingValue.pdf","3671.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_1998.pdf","1463.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_1999.pdf","681.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2000.pdf","1343.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2001.pdf","983.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2002.pdf","1155.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2003.pdf","907.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2004.pdf","796.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2005.pdf","2290.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2006.pdf","1750.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2007.pdf","2461.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2008.pdf","4526.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2010.pdf","3020.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","annual_2011.pdf","2909.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\01_Official\Integrated_Reports\TSE_Group_Historical","b7gje6000000cdqm.pdf","2771.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY13_e.pdf","934.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY14_e.pdf","813.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY15_e.pdf","588.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY16_e.pdf","701.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY17_e.pdf","266.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_1QFY18_e.pdf","175.6","2026-05-21"
